timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z,tibia_x,tibia_y,tibia_z,tibia_qx,tibia_qy,tibia_qz,tibia_qw,femur_x,femur_y,femur_z,femur_qx,femur_qy,femur_qz,femur_qw,sensor_x,sensor_y,sensor_z,sensor_qx,sensor_qy,sensor_qz,sensor_qw
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
1752233863.019768,-3.45031,2.87683,-0.261885,-0.087572,0.036502,0.035289,-0.572928,0.590216,0.0167028,0.469734,0.770401,-0.264816,0.340154,-0.316732,0.3432,0.316667,0.566143,0.632229,-0.505167,0.156763,-0.609288,0.56098,-0.115882,0.317853,-0.0928037,0.807425,0.488284
