timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z,tibia_x,tibia_y,tibia_z,tibia_qx,tibia_qy,tibia_qz,tibia_qw,femur_x,femur_y,femur_z,femur_qx,femur_qy,femur_qz,femur_qw,sensor_x,sensor_y,sensor_z,sensor_qx,sensor_qy,sensor_qz,sensor_qw
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
1753093435.062880,-23.8911,4.97396,-3.81211,-0.088686,0.446829,0.023758,-0.147123,0.476427,-0.124243,0.521537,0.602719,-0.389571,0.46148,0.0643871,0.312333,0.254944,0.678308,0.362232,-0.577505,0.274178,-0.194125,0.403686,-0.245919,0.157226,-0.0145829,0.775812,0.610887
