timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z,tibia_x,tibia_y,tibia_z,tibia_qx,tibia_qy,tibia_qz,tibia_qw,femur_x,femur_y,femur_z,femur_qx,femur_qy,femur_qz,femur_qw,sensor_x,sensor_y,sensor_z,sensor_qx,sensor_qy,sensor_qz,sensor_qw
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
1753099324.360604,-0.00183296,0.0384963,0.0102391,0.00130578,0.00111485,-0.000386111,-0.309866,0.409415,-0.156264,0.258124,0.751781,-0.307167,0.523303,-0.00525913,0.371846,0.247002,0.61812,0.439508,-0.562447,0.329263,-0.361543,0.371258,-0.277055,0.234104,0.0455655,0.860224,0.450704
