timestamp,force_x,force_y,force_z,torque_x,torque_y,torque_z,tibia_x,tibia_y,tibia_z,tibia_qx,tibia_qy,tibia_qz,tibia_qw,femur_x,femur_y,femur_z,femur_qx,femur_qy,femur_qz,femur_qw,sensor_x,sensor_y,sensor_z,sensor_qx,sensor_qy,sensor_qz,sensor_qw
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
1753099312.002099,-0.0288372,-3.88568,-2.42642,-0.0211683,0.00599974,0.041502,-0.307762,0.423003,-0.144545,0.279777,0.761532,-0.294563,0.505001,-0.00449655,0.372239,0.24828,0.621658,0.43997,-0.56056,0.325177,-0.364848,0.392308,-0.264993,0.251895,0.0303002,0.836858,0.485077
