# Timestamp, Flexion, Adduction, Rotation, Translation_ap, Translation_ml, Translation_pd, Tx, Ty, Tz, Fx, Fy, Fz, test
0.09103202819824219, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0251313, -0.0195718, 0.0550358, 0.0740328, 0.273791, 0.0549933,91.47229066376603
0.18302059173583984, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0194253, -0.00752871, 0.0394809, -0.0132513, 0.206848, 0.0359704,91.48180287080277
0.2736201286315918, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0248793, -0.0091318, 0.0515115, 0.033967, 0.260772, 0.0224523,91.48523328462562
0.36551856994628906, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0234533, -0.0145337, 0.0501094, 0.0509434, 0.252341, 0.0421853,91.49811765165771
0.45673704147338867, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0218933, -0.0118275, 0.0467421, 0.0331631, 0.237191, 0.0360643,91.50947938315349
0.5516953468322754, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0177569, -0.007239, 0.0340732, 0.0282097, 0.175497, 0.0156102,91.58891438251837
0.6420917510986328, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0172206, -0.0143881, 0.0365233, 0.0473557, 0.184604, 0.0423814,91.53369880923579
0.7345585823059082, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0184213, -0.00990432, 0.038475, 0.039711, 0.195503, 0.0230472,91.52067179002682
0.8259069919586182, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0238464, -0.0098212, 0.0497607, 0.0116596, 0.254173, 0.0356922,91.53088774577402
0.9204602241516113, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0212064, -0.0102311, 0.0442641, 0.0453033, 0.224402, 0.0228302,91.51501584043352
1.0168416500091553, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0201228, -0.0109659, 0.0426617, 0.0234146, 0.217235, 0.0361063,91.50568080433756
1.1100025177001953, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0239243, -0.00650357, 0.0490705, 0.033515, 0.249942, 0.00968629,91.51506784126524
1.2034614086151123, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0193747, -0.00757408, 0.0396292, -0.0128326, 0.20628, 0.0360064,91.66761857202557
1.2969367504119873, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, -0.0613087, 0.289541, -0.213913, -3.36878, -0.706824, 0.0515772,91.53266388808167
1.389721155166626, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0726737, 0.026461, 0.132902, -0.129766, 0.67254, -0.0365369,91.37565092663087
1.482468605041504, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.174387, -0.0593764, 0.273895, 0.186767, 1.35247, 0.137602,91.46140147620387
1.5756502151489258, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, 0.0594232, 0.0627778, 0.127778, 0.626094, 0.497178, -0.688758,91.88100679628162
1.669215440750122, 77.80002001377129, 16.026623823311443, -57.619211926532856, -6.080694542339035, -2.111618059093061, 13.691468030342364, -0.17064, 0.653045, -0.221395, -2.27539, -0.809813, -1.16394,91.25868187583113
