-0.0393, 0.0075, -0.0001, 0.0003, 0.0003, 0.0002
-0.0401, -0.0094, 0.0003, -0.0003, 0.0003, -0.0001
-0.0209, 0.0132, 0.0133, -0.0000, 0.0005, 0.0002
-0.0186, 0.0741, 0.0190, 0.0012, -0.0003, -0.0001
-0.0525, 0.0103, 0.0327, -0.0000, -0.0002, 0.0002
-0.0141, 0.0516, 0.0133, 0.0004, 0.0002, 0.0001
-0.0950, 0.0186, 0.0006, -0.0002, 0.0005, 0.0002
-0.0501, -0.0494, -0.0191, -0.0011, -0.0009, 0.0003
-0.0201, -0.0170, 0.0013, -0.0015, -0.0005, 0.0007
-0.0242, -0.0204, 0.0079, -0.0016, -0.0004, 0.0010
-0.0276, 0.0183, 0.0007, -0.0007, -0.0012, 0.0007
-0.0102, -0.0135, -0.0050, -0.0018, -0.0013, 0.0009
-0.0246, -0.0255, 0.0015, -0.0018, -0.0004, 0.0007
-0.0152, 0.0137, 0.0138, -0.0009, -0.0011, 0.0003
-0.0196, -0.0093, -0.0186, -0.0012, -0.0012, 0.0008
-0.0262, -0.0742, -0.0305, -0.0025, 0.0004, 0.0010
0.0079, 0.0052, 0.0142, -0.0012, -0.0007, 0.0009
-0.0441, 0.0318, -0.0127, -0.0002, -0.0012, 0.0010
-0.0201, -0.0227, -0.0051, -0.0017, -0.0005, 0.0007
-0.0516, -0.0164, 0.0012, -0.0010, 0.0010, 0.0006
-0.0275, -0.0233, 0.0068, -0.0007, -0.0008, 0.0000
-0.0958, -0.0086, -0.0186, -0.0007, 0.0009, 0.0003
-0.0551, 0.0068, 0.0143, -0.0007, 0.0015, 0.0004
-0.0750, 0.0031, 0.0331, -0.0003, 0.0007, -0.0001
-0.0536, 0.0188, 0.0320, 0.0007, 0.0002, -0.0003
-0.0088, -0.0012, 0.0068, -0.0001, 0.0010, -0.0001
0.0221, -0.0016, -0.0396, 0.0004, -0.0005, 0.0001
-0.0114, -0.0272, 0.0255, 0.0001, -0.0008, 0.0002
-0.0039, 0.0295, 0.0194, 0.0005, 0.0004, -0.0005
-0.0424, -0.0399, -0.0127, -0.0005, 0.0011, -0.0003
-0.0555, -0.0185, 0.0324, -0.0001, -0.0000, -0.0003
