-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
-1.0632, -0.4578, -0.0170, -0.0007, 0.0065, -0.0097
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
1.3725, 0.8551, 0.0546, 0.0884, -0.1117, -0.0217
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5982, 0.5292, 0.0070, 0.0558, -0.0863, -0.0190
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
0.5296, 0.7968, 0.0639, 0.0918, -0.0810, -0.0288
