# Timestamp, Flexion, Adduction, Rotation, Tx, Ty, Tz, Fx, Fy, Fz
0.02278757095336914, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.02293705940246582, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.03793048858642578, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.03805112838745117, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.05535769462585449, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.05547475814819336, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.07173681259155273, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.0718529224395752, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.08889508247375488, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.08902668952941895, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.12154436111450195, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.12166500091552734, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.13831329345703125, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.1384258270263672, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.15510249137878418, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.15521764755249023, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.17138886451721191, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.17150211334228516, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.1882176399230957, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.18833017349243164, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.20809292793273926, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.20820331573486328, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.23824596405029297, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.23836374282836914, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.2550654411315918, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.25518155097961426, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.27213120460510254, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.27224183082580566, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.28829169273376465, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.2884047031402588, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.3214144706726074, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.3215322494506836, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.33864736557006836, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.338761568069458, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.3556346893310547, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.35575318336486816, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.3723278045654297, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.37244081497192383, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.38895225524902344, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.38907337188720703, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.4219808578491211, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.42209887504577637, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.43897247314453125, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.4391002655029297, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.4556708335876465, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.4557836055755615, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.4718916416168213, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
0.472012996673584, 88.30805490447433, 2.974196648406411, -62.121662450287495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
