0.0151, -0.0302, 0.0459, -0.0006, 0.0003, -0.0002
-0.0115, -0.0547, 0.0642, 0.0005, 0.0009, -0.0006
0.0261, -0.0395, 0.0823, 0.0019, 0.0007, -0.0011
-0.0451, 0.0098, 0.0506, 0.0017, 0.0015, -0.0016
0.0440, -0.0154, 0.0388, -0.0002, -0.0002, -0.0016
0.0018, -0.0186, 0.0379, 0.0007, 0.0002, -0.0022
-0.0253, -0.0448, 0.0063, -0.0003, 0.0013, -0.0026
0.0001, -0.0177, 0.0572, 0.0011, 0.0013, -0.0027
0.0205, 0.0268, 0.0636, 0.0017, 0.0011, -0.0026
0.0468, 0.0153, 0.0437, 0.0018, 0.0004, -0.0023
0.0125, -0.0309, 0.0764, 0.0012, 0.0005, -0.0023
0.0239, -0.0832, 0.0508, 0.0003, 0.0007, -0.0021
-0.0528, -0.0046, 0.0321, 0.0007, 0.0021, -0.0015
0.0105, -0.0498, 0.0450, 0.0001, 0.0009, -0.0014
0.0223, 0.0023, 0.0511, 0.0009, 0.0004, -0.0012
0.0081, -0.0199, 0.0706, 0.0007, 0.0000, -0.0007
-0.0180, -0.0353, 0.0646, 0.0002, 0.0004, -0.0003
0.0423, 0.0057, 0.0647, 0.0006, 0.0006, -0.0002
-0.0333, -0.0046, 0.0649, 0.0003, 0.0010, -0.0003
0.0007, -0.0102, 0.0384, 0.0005, 0.0006, -0.0008
-0.0125, 0.0106, 0.0708, 0.0008, 0.0001, -0.0011
0.0128, -0.0364, 0.0389, -0.0004, 0.0001, -0.0011
0.0019, -0.0361, 0.0512, 0.0001, -0.0004, -0.0016
0.0273, -0.0365, 0.0507, 0.0006, -0.0004, -0.0019
-0.0174, 0.0070, 0.0519, 0.0001, 0.0006, -0.0020
0.0093, 0.0159, 0.0192, 0.0004, 0.0008, -0.0025
-0.0057, 0.0138, 0.0186, 0.0008, 0.0004, -0.0030
0.0305, -0.0392, 0.0444, 0.0004, 0.0001, -0.0027
0.0777, -0.0346, 0.0571, 0.0005, -0.0006, -0.0034
0.0303, 0.0056, 0.0698, 0.0014, 0.0003, -0.0037
0.0011, 0.0040, 0.0378, 0.0009, 0.0005, -0.0034
-0.0115, -0.0064, 0.0451, 0.0001, 0.0006, -0.0032
0.0432, -0.0558, 0.0448, -0.0002, 0.0002, -0.0028
0.0190, 0.0013, 0.0571, 0.0013, 0.0008, -0.0027
-0.0144, -0.0081, 0.0509, 0.0011, 0.0009, -0.0015
-0.0267, -0.0460, 0.0635, 0.0012, 0.0012, -0.0015
0.0408, 0.0239, 0.0245, 0.0017, 0.0003, -0.0013
-0.0405, -0.0538, 0.0523, -0.0005, 0.0013, -0.0005
-0.0245, -0.0863, 0.0391, -0.0006, 0.0014, -0.0003
-0.0597, -0.0214, 0.0194, 0.0002, 0.0011, -0.0000
0.0090, 0.0301, 0.0516, 0.0010, 0.0009, 0.0000
-0.0399, 0.0405, 0.0770, 0.0019, 0.0013, 0.0004
-0.0193, -0.0014, 0.0641, 0.0014, 0.0012, 0.0008
0.0309, -0.0571, 0.0714, -0.0001, 0.0008, 0.0005
-0.0000, -0.0473, 0.0447, 0.0008, 0.0011, 0.0005
-0.0358, -0.0508, 0.0583, 0.0001, 0.0015, 0.0001
0.0027, -0.0027, 0.0582, 0.0004, 0.0002, 0.0001
0.0384, -0.0423, 0.0575, 0.0009, 0.0008, -0.0002
-0.0338, -0.0536, 0.0573, 0.0010, 0.0015, -0.0005
-0.0261, -0.0119, 0.0382, 0.0010, 0.0014, -0.0007
-0.0995, 0.0245, 0.0577, 0.0018, 0.0027, -0.0006
0.0351, -0.0189, 0.0383, 0.0007, 0.0009, -0.0009
0.0233, -0.0021, 0.0648, 0.0003, 0.0006, -0.0009
0.0372, -0.0587, 0.0578, 0.0003, 0.0009, -0.0006
-0.0224, -0.0047, 0.0642, 0.0012, 0.0019, -0.0010
-0.0333, 0.0254, 0.0575, 0.0017, 0.0020, -0.0006
-0.0028, -0.0727, 0.0449, 0.0003, 0.0015, -0.0004
-0.0431, 0.0034, 0.0840, 0.0010, 0.0017, -0.0005
-0.1194, -0.0386, 0.0518, 0.0006, 0.0029, -0.0002
-0.0501, -0.0670, 0.0518, 0.0001, 0.0018, -0.0000
-0.0326, -0.0532, 0.0970, 0.0005, 0.0017, 0.0001
-0.0172, -0.0425, 0.0581, 0.0004, 0.0014, 0.0005
-0.0559, -0.0017, 0.0512, 0.0013, 0.0020, -0.0001
0.0021, -0.0306, 0.0701, 0.0013, 0.0010, -0.0008
-0.0259, -0.0236, 0.0579, 0.0006, 0.0008, -0.0001
-0.0462, -0.0402, 0.0268, -0.0009, 0.0009, 0.0001
-0.0022, -0.0288, 0.0589, -0.0005, 0.0004, 0.0001
-0.0121, -0.0235, 0.0256, 0.0006, 0.0015, -0.0002
-0.0316, -0.0170, 0.0443, 0.0013, 0.0013, -0.0008
-0.0080, 0.0197, 0.0508, 0.0015, 0.0010, -0.0011
-0.0095, -0.0069, 0.0512, 0.0006, 0.0004, -0.0015
-0.0362, -0.0285, 0.0457, -0.0006, 0.0004, -0.0017
0.0251, -0.0287, 0.0452, -0.0002, 0.0002, -0.0017
0.0187, 0.0445, 0.0441, 0.0019, 0.0008, -0.0019
-0.0092, -0.0506, 0.0641, 0.0005, 0.0014, -0.0020
0.0441, 0.0321, 0.0506, 0.0014, -0.0002, -0.0022
0.0141, -0.0108, 0.0442, 0.0009, 0.0004, -0.0028
0.0928, -0.0342, 0.0183, 0.0001, -0.0015, -0.0030
0.0429, 0.0263, 0.0383, 0.0002, -0.0009, -0.0036
0.0446, -0.0403, 0.0191, -0.0006, -0.0006, -0.0032
0.0874, -0.0327, 0.0575, 0.0001, -0.0007, -0.0033
0.0303, -0.0305, 0.0707, 0.0002, 0.0003, -0.0031
0.0112, 0.0247, 0.0633, 0.0017, 0.0002, -0.0027
0.0138, 0.0068, 0.0633, 0.0015, 0.0004, -0.0031
0.0228, -0.0071, 0.0572, 0.0010, 0.0006, -0.0029
-0.0233, 0.0192, 0.0320, 0.0005, 0.0008, -0.0033
0.0251, 0.0210, 0.0517, 0.0000, -0.0003, -0.0036
0.0272, -0.0163, 0.0449, -0.0002, -0.0009, -0.0035
-0.0094, 0.0217, 0.0381, 0.0006, -0.0004, -0.0027
-0.0109, -0.0244, 0.0585, -0.0005, -0.0000, -0.0023
0.0229, -0.0236, 0.0510, 0.0005, 0.0000, -0.0025
0.0293, 0.0165, 0.0440, 0.0014, 0.0001, -0.0025
0.0333, -0.0163, 0.0256, -0.0002, -0.0005, -0.0028
-0.0107, -0.0175, 0.0130, -0.0008, -0.0004, -0.0032
0.0011, -0.0250, 0.0257, -0.0005, -0.0005, -0.0034
0.0428, -0.0009, 0.0320, -0.0002, -0.0012, -0.0029
0.0658, -0.0292, 0.0709, -0.0002, -0.0008, -0.0033
-0.0135, -0.0043, 0.0309, 0.0011, 0.0002, -0.0037
-0.0123, -0.0052, 0.0451, 0.0001, 0.0006, -0.0037
-0.0052, 0.0217, 0.0324, -0.0004, -0.0007, -0.0037
0.0532, -0.0135, 0.0450, -0.0007, -0.0017, -0.0042
0.0357, -0.0061, 0.0320, -0.0004, -0.0010, -0.0044
0.0691, -0.0294, 0.0382, -0.0003, -0.0010, -0.0043
-0.0251, -0.0292, 0.0311, 0.0006, 0.0009, -0.0045
-0.0033, 0.0298, 0.0314, 0.0008, -0.0001, -0.0046
0.0210, -0.0235, 0.0646, -0.0005, -0.0007, -0.0042
0.0550, 0.0124, 0.0320, -0.0003, -0.0014, -0.0041
0.0121, -0.0323, 0.0579, -0.0003, -0.0006, -0.0038
0.0121, -0.0323, 0.0579, -0.0003, -0.0006, -0.0038
0.0121, -0.0323, 0.0579, -0.0003, -0.0006, -0.0038
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
0.0470, -0.0766, 0.0518, -0.0009, 0.0000, -0.0027
