2025-04-29 11:57:11.646972,-5.46762,2.32099,-2.24399,-3.43853,3.45295,-0.0693347,-0.00149413,0.556575,0.117059,0.956207,-0.0908366,0.252417,0.731696,-0.224812,0.69837,0.0844203,0.982175,0.0293542,-0.165359,0.128966,-0.0642814,0.499483,0.117059,0.956207,-0.0908366,0.252417,
2025-04-29 14:08:13.591481,-5.59314,2.35501,-2.27163,-3.56402,3.65078,-0.0694324,-0.00148213,0.556803,0.116887,0.956711,-0.0911512,0.250464,0.730579,-0.22701,0.700717,0.0464983,0.981129,0.0204258,-0.186563,0.128629,-0.0642904,0.498909,0.116887,0.956711,-0.0911512,0.250464,
2025-04-29 14:08:13.612536,-5.39498,2.30458,-2.23247,-3.39731,3.39998,-0.0693355,-0.00148742,0.556573,0.117084,0.956205,-0.0908426,0.252409,0.731772,-0.224618,0.698553,0.0864129,0.981851,0.0287682,-0.166357,0.128962,-0.0642848,0.499478,0.117084,0.956205,-0.0908426,0.252409,
2025-04-29 14:08:13.633407,-5.39413,2.32653,-2.22063,-3.44794,3.39595,-0.0693294,-0.00149126,0.556575,0.117051,0.956201,-0.0909068,0.252416,0.731771,-0.22494,0.698581,0.0824704,0.981814,0.0291459,-0.168494,0.128969,-0.0642906,0.499489,0.117051,0.956201,-0.0909068,0.252416,
2025-04-29 14:08:13.654809,-5.61879,2.34465,-2.28508,-3.56522,3.66934,-0.0694396,-0.00148435,0.556817,0.116807,0.956743,-0.0911007,0.250398,0.73058,-0.227012,0.700721,0.0464594,0.981131,0.0204573,-0.186562,0.128624,-0.0642538,0.498889,0.116807,0.956743,-0.0911007,0.250398,
2025-04-29 14:08:13.675878,-5.40946,2.32402,-2.21582,-3.4235,3.41227,-0.0693607,-0.00146011,0.556543,0.116818,0.956194,-0.0911612,0.252459,0.731708,-0.224812,0.69836,0.0842335,0.982179,0.0292529,-0.165449,0.128957,-0.0642305,0.499491,0.116818,0.956194,-0.0911612,0.252459,
2025-04-29 14:08:13.696965,-5.44287,2.30419,-2.24383,-3.44321,3.41793,-0.069336,-0.00149157,0.556567,0.117054,0.956194,-0.0909007,0.252445,0.73177,-0.224816,0.698124,0.0855975,0.981838,0.0304456,-0.166556,0.128966,-0.0642903,0.499492,0.117054,0.956194,-0.0909007,0.252445,
2025-04-29 14:08:13.718025,-5.61395,2.36026,-2.28466,-3.5722,3.65446,-0.0693333,-0.00149085,0.55658,0.117091,0.956212,-0.0908531,0.252376,0.73055,-0.227001,0.700686,0.0459471,0.980996,0.0213515,-0.187294,0.128958,-0.0642932,0.499473,0.117091,0.956212,-0.0908531,0.252376,
2025-04-29 14:08:13.739202,-5.64787,2.32955,-2.31155,-3.5186,3.69294,-0.0693351,-0.00149043,0.556576,0.117082,0.956211,-0.0908124,0.252401,0.730579,-0.227013,0.70072,0.0463931,0.981147,0.0203286,-0.186505,0.128962,-0.0642809,0.499476,0.117082,0.956211,-0.0908124,0.252401,
2025-04-29 14:08:13.760267,-5.45755,2.27175,-2.25732,-3.39584,3.44655,-0.0693341,-0.00149271,0.556571,0.117066,0.956206,-0.0909289,0.252386,0.731743,-0.224861,0.698493,0.0830387,0.981867,0.0293818,-0.167862,0.128958,-0.0643024,0.499473,0.117066,0.956206,-0.0909289,0.252386,
2025-04-29 14:08:13.781373,-5.45567,2.3033,-2.25672,-3.43936,3.4451,-0.0693374,-0.00149303,0.556573,0.117084,0.956206,-0.0908646,0.252399,0.731737,-0.224922,0.698675,0.0827733,0.981788,0.0286091,-0.16859,0.128958,-0.0642952,0.499477,0.117084,0.956206,-0.0908646,0.252399,
2025-04-29 14:08:13.802382,-5.62867,2.0767,-2.47523,-3.77302,3.4946,-0.0693301,-0.0014861,0.55658,0.117117,0.956206,-0.0909063,0.25237,0.729363,-0.2271,0.700122,0.0450158,0.97448,0.0237185,-0.218629,0.128956,-0.0643092,0.499475,0.117117,0.956206,-0.0909063,0.25237,
2025-04-29 14:08:13.823386,-5.62431,2.36712,-2.28863,-3.55997,3.67197,-0.0693373,-0.00149072,0.556578,0.117058,0.956203,-0.0908878,0.252415,0.730567,-0.227023,0.700729,0.0465027,0.981171,0.0205814,-0.186325,0.128961,-0.0642886,0.49949,0.117058,0.956203,-0.0908878,0.252415,
2025-04-29 14:08:13.844418,-5.61618,2.35807,-2.28241,-3.56876,3.66506,-0.0693384,-0.00149955,0.556508,0.116637,0.956099,-0.0926993,0.252343,0.731673,-0.224811,0.698565,0.0832164,0.981572,0.0301212,-0.169363,0.128918,-0.0645361,0.499535,0.116637,0.956099,-0.0926993,0.252343,
2025-04-29 14:08:13.865300,-5.39812,2.31225,-2.22457,-3.43666,3.39519,-0.0693356,-0.0014833,0.556582,0.117136,0.956209,-0.0909104,0.252346,0.731714,-0.224851,0.698549,0.0831757,0.981797,0.0295175,-0.168182,0.128945,-0.0643144,0.499467,0.117136,0.956209,-0.0909104,0.252346,
2025-04-29 14:08:13.886162,-5.46891,2.28445,-2.26124,-3.43825,3.42413,-0.0693374,-0.00150304,0.556517,0.116633,0.956098,-0.0925738,0.252397,0.731674,-0.224808,0.698564,0.0832851,0.981577,0.0301951,-0.169287,0.128931,-0.0645108,0.499556,0.116633,0.956098,-0.0925738,0.252397,
2025-04-29 14:08:13.907156,-5.4336,2.29743,-2.24517,-3.47136,3.42081,-0.0693362,-0.00149,0.556576,0.117071,0.956208,-0.0909588,0.252365,0.731861,-0.225017,0.698384,0.0840758,0.981688,0.0290586,-0.168453,0.128952,-0.064308,0.499473,0.117071,0.956208,-0.0909588,0.252365,
2025-04-29 14:08:13.928635,-5.56188,2.39442,-2.28325,-3.5462,3.67197,-0.0693581,-0.00175197,0.557031,0.116525,0.957274,-0.084763,0.250726,0.73054,-0.226977,0.700646,0.0468234,0.98125,0.0205672,-0.185828,0.129052,-0.0630509,0.498713,0.116525,0.957274,-0.084763,0.250726,
2025-04-29 14:08:13.949685,-5.40359,2.31701,-2.21215,-3.43511,3.40722,-0.0693613,-0.0014629,0.556541,0.116813,0.956182,-0.0912259,0.252484,0.731706,-0.224816,0.698355,0.0842152,0.982173,0.0292422,-0.165499,0.128958,-0.0642452,0.499506,0.116813,0.956182,-0.0912259,0.252484,
2025-04-29 14:08:13.970591,-5.40369,2.38726,-2.25691,-3.46653,3.42938,-0.0693535,-0.00174111,0.55705,0.116573,0.95727,-0.0848467,0.25069,0.731675,-0.224811,0.69857,0.0832326,0.981582,0.0300752,-0.169308,0.129043,-0.0630756,0.498724,0.116573,0.95727,-0.0848467,0.25069,
2025-04-29 14:08:13.991621,-5.64269,2.06104,-2.47755,-3.77679,3.49451,-0.0693315,-0.00149175,0.556579,0.117026,0.956205,-0.0908956,0.252418,0.729402,-0.227168,0.700197,0.0452817,0.974611,0.0251528,-0.217832,0.128971,-0.0642797,0.499492,0.117026,0.956205,-0.0908956,0.252418,
2025-04-29 14:08:14.012515,-5.4271,2.31809,-2.23642,-3.45209,3.41515,-0.0693364,-0.00148847,0.556573,0.117083,0.956201,-0.0908575,0.25242,0.73172,-0.224858,0.698545,0.083041,0.98181,0.0295192,-0.168175,0.128961,-0.0642887,0.499484,0.117083,0.956201,-0.0908575,0.25242,
2025-04-29 14:08:14.033411,-5.67074,2.37044,-2.30467,-3.60642,3.69977,-0.0693608,-0.00146126,0.556535,0.1168,0.956182,-0.0912136,0.252496,0.730579,-0.227011,0.700716,0.0464928,0.981133,0.0204031,-0.18655,0.128961,-0.0642363,0.499504,0.1168,0.956182,-0.0912136,0.252496,
