0.0582, 0.0229, 0.0128, 0.0003, -0.0007, -0.0001
0.0373, 0.0427, 0.0129, 0.0005, -0.0003, -0.0002
0.0380, 0.0560, 0.0457, 0.0005, -0.0000, -0.0002
0.0170, 0.0153, 0.0256, 0.0005, -0.0000, -0.0004
0.0513, 0.0528, 0.0326, 0.0004, -0.0005, -0.0002
0.0317, 0.0148, -0.0065, -0.0000, -0.0003, -0.0003
0.0456, 0.0362, 0.0260, 0.0003, -0.0006, -0.0002
0.0321, 0.0313, 0.0127, 0.0006, -0.0003, -0.0001
0.0263, 0.0614, -0.0066, 0.0007, -0.0001, 0.0002
0.0112, 0.0548, 0.0456, 0.0005, -0.0002, -0.0002
-0.0117, 0.0918, 0.0134, 0.0007, 0.0006, -0.0000
-0.0268, 0.0076, 0.0390, 0.0003, 0.0004, 0.0001
0.0449, 0.0261, 0.0258, 0.0004, -0.0002, -0.0001
0.0287, 0.0266, 0.0067, -0.0000, -0.0006, 0.0001
-0.0014, 0.0588, 0.0196, 0.0006, 0.0003, -0.0002
0.0098, 0.0257, 0.0063, 0.0004, -0.0001, -0.0002
0.0112, 0.0491, 0.0392, 0.0003, -0.0002, -0.0002
-0.0160, 0.0315, 0.0327, 0.0002, -0.0001, 0.0000
0.0192, 0.0443, 0.0454, 0.0006, -0.0002, -0.0002
0.0477, 0.0031, 0.0323, 0.0001, -0.0006, -0.0002
-0.0217, 0.0077, 0.0265, -0.0002, 0.0005, -0.0001
0.0166, 0.1474, 0.0519, 0.0017, 0.0001, -0.0002
0.0188, 0.0258, 0.0654, -0.0001, -0.0002, 0.0001
0.0272, 0.0224, 0.0325, 0.0003, -0.0002, -0.0000
0.0283, 0.0433, 0.0453, 0.0006, -0.0005, 0.0001
0.0365, 0.0305, 0.0392, 0.0001, -0.0003, -0.0002
-0.0248, -0.0426, 0.0262, -0.0005, 0.0004, 0.0001
0.0455, 0.0147, 0.0260, 0.0001, -0.0009, 0.0005
0.1009, 0.0709, 0.0519, 0.0005, -0.0016, 0.0000
-0.0353, 0.0130, 0.0328, -0.0000, 0.0004, -0.0003
-0.0001, 0.0041, 0.0131, 0.0001, 0.0006, -0.0001
0.0152, -0.0353, 0.0524, -0.0007, -0.0003, 0.0001
0.0196, 0.0323, 0.0327, 0.0002, -0.0002, 0.0001
0.0610, -0.0125, 0.0261, -0.0004, -0.0011, 0.0001
0.0421, -0.0087, 0.0516, 0.0002, -0.0007, -0.0000
0.0074, 0.0403, 0.0200, -0.0000, -0.0001, 0.0000
-0.0011, -0.0126, 0.0459, -0.0004, 0.0000, 0.0000
0.0018, 0.0342, 0.0457, 0.0003, -0.0001, 0.0002
0.0014, 0.0415, 0.0324, 0.0005, -0.0001, -0.0003
0.0523, -0.0188, 0.0394, -0.0006, -0.0008, 0.0003
