-1.6455, -5.5926, 0.1922, -0.5931, 0.1689, 0.1708
-1.6455, -5.5926, 0.1922, -0.5931, 0.1689, 0.1708
-1.6455, -5.5926, 0.1922, -0.5931, 0.1689, 0.1708
-1.6455, -5.5926, 0.1922, -0.5931, 0.1689, 0.1708
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7555, -5.6671, 0.2582, -0.5948, 0.1699, 0.1686
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7366, -5.5850, 0.1992, -0.5957, 0.1638, 0.1651
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7072, -5.5883, 0.1340, -0.5972, 0.1589, 0.1631
-1.7115, -5.5341, 0.1202, -0.5973, 0.1530, 0.1637
-1.7115, -5.5341, 0.1202, -0.5973, 0.1530, 0.1637
-1.7115, -5.5341, 0.1202, -0.5973, 0.1530, 0.1637
-1.7115, -5.5341, 0.1202, -0.5973, 0.1530, 0.1637
-1.7115, -5.5341, 0.1202, -0.5973, 0.1530, 0.1637
