timestamp,force_x,force_y,force_z,torque_x, torque_y, torque_z,tibia_x, tibia_y, tibia_z,tibia_qx, tibia_qy, tibia_qz, tibia_qw,femur_x, femur_y, femur_z,femur_qx, femur_qy, femur_qz, femur_qw,sensor_x, sensor_y, sensor_z,sensor_qx, sensor_qy, sensor_qz, sensor_qw
1751360261.801871,-5.58649,4.15011,1.04612,-0.022868,0.058339,0.08779,-0.0748265,0.236825,0.0729864,0.14456,0.490151,-0.513034,0.689675,0.0907715,0.35023,0.481508,0.598416,0.596012,-0.46638,0.262978,-0.035727,0.159388,0.0708365,-0.117324,0.296698,0.825938,0.464793,
1751360261.811923,-5.6268,4.19973,1.02697,-0.02259,0.058895,0.087766,-0.0748755,0.236767,0.0729808,0.143924,0.489893,-0.513243,0.689835,0.0907624,0.350238,0.481511,0.598416,0.596003,-0.466415,0.262936,-0.0357355,0.159451,0.0708679,-0.118073,0.297079,0.825983,0.464279,
1751360261.821870,-5.62486,4.15615,1.00101,-0.023157,0.058865,0.087568,-0.0749563,0.236788,0.0729673,0.144654,0.490081,-0.514414,0.688676,0.0907655,0.350241,0.481504,0.598403,0.596019,-0.46639,0.262975,-0.0357505,0.159419,0.0708329,-0.117544,0.296992,0.826052,0.464347,
1751360261.831965,-5.58587,4.14408,1.00756,-0.023569,0.057951,0.087477,-0.0749584,0.236784,0.0729669,0.144605,0.490068,-0.514396,0.688709,0.0907636,0.350237,0.481499,0.598367,0.596,-0.466452,0.262989,-0.0357521,0.159412,0.0708295,-0.117534,0.296934,0.826084,0.464329,
1751360261.841865,-5.5797,4.24684,1.01396,-0.022422,0.057902,0.087443,-0.0746244,0.236668,0.0728193,0.14393,0.488809,-0.511038,0.692235,0.0907694,0.350215,0.481525,0.59784,0.596769,-0.466446,0.262454,-0.0357581,0.15943,0.0708694,-0.118072,0.297136,0.825971,0.464264,
1751360261.851896,-5.60257,4.17208,1.02695,-0.02308,0.05826,0.087362,-0.0748588,0.236785,0.0729707,0.144073,0.49,-0.512712,0.690123,0.0907661,0.350238,0.481496,0.598335,0.596092,-0.466348,0.263037,-0.0357563,0.15942,0.0708379,-0.11756,0.29702,0.826038,0.46435,
1751360261.861980,-5.5915,4.13643,1.03998,-0.023362,0.058513,0.087565,-0.0749556,0.236791,0.0729661,0.144602,0.490067,-0.514491,0.688639,0.090765,0.350234,0.481493,0.598337,0.596019,-0.466459,0.263001,-0.0357486,0.159426,0.0708339,-0.117567,0.296926,0.826101,0.464296,
1751360261.871881,-5.63133,4.20828,1.04633,-0.022293,0.059072,0.087751,-0.074877,0.236765,0.0729749,0.143953,0.489862,-0.513305,0.689805,0.0907737,0.350239,0.481497,0.598384,0.596035,-0.466406,0.262955,-0.0357378,0.159446,0.0708624,-0.118047,0.297047,0.826001,0.464274,
1751360261.881991,-5.60646,4.25656,1.02648,-0.021605,0.05869,0.087601,-0.0748393,0.236796,0.072958,0.144002,0.489847,-0.512934,0.690082,0.0907728,0.350237,0.481499,0.598374,0.59606,-0.466384,0.262958,-0.0357931,0.159442,0.0709068,-0.118491,0.296226,0.826431,0.46392,
1751360261.891872,-5.61564,4.17799,1.02641,-0.02237,0.058526,0.087771,-0.0748679,0.236769,0.0729718,0.143843,0.489761,-0.513364,0.689856,0.0907772,0.350239,0.481501,0.598386,0.596056,-0.466381,0.262945,-0.0357261,0.159441,0.0708288,-0.117586,0.296891,0.826118,0.464283,
1751360261.901898,-5.56697,4.18069,1.00685,-0.022352,0.058508,0.087504,-0.0748347,0.236801,0.0729629,0.144029,0.489861,-0.512936,0.690064,0.0907871,0.350234,0.481507,0.598576,0.595971,-0.46639,0.26269,-0.0357225,0.159442,0.0708302,-0.117569,0.296894,0.826131,0.464262,
1751360261.921886,-5.63923,4.20531,0.994237,-0.022382,0.058775,0.087851,-0.0748436,0.23679,0.0729764,0.14406,0.489999,-0.512869,0.690009,0.0907999,0.350235,0.481515,0.598435,0.596037,-0.466151,0.263285,-0.0357293,0.159386,0.0708429,-0.117318,0.296628,0.825994,0.464739,
1751360261.931966,-5.56703,4.16057,1.03378,-0.023489,0.05813,0.087705,-0.0748464,0.236787,0.0729805,0.144106,0.490004,-0.512828,0.690027,0.0907874,0.350233,0.481505,0.598388,0.596089,-0.466271,0.263059,-0.0358027,0.159418,0.0708967,-0.118005,0.296139,0.82648,0.464012,
1751360261.941863,-5.56809,4.14117,1.01416,-0.023674,0.057887,0.087643,-0.0749823,0.236752,0.0729959,0.144586,0.490103,-0.514799,0.688387,0.0907915,0.350234,0.481503,0.598392,0.596094,-0.466265,0.26305,-0.0357612,0.159351,0.0708797,-0.117764,0.296423,0.82624,0.46432,
1751360261.951871,-5.64602,4.18285,1.02028,-0.022677,0.058722,0.087534,-0.0748812,0.23675,0.0729906,0.143761,0.489853,-0.51329,0.689863,0.090794,0.350237,0.481503,0.598421,0.5961,-0.466237,0.263022,-0.035799,0.159353,0.0708517,-0.117683,0.296124,0.826214,0.464576,
