Flexion_Angle,Data_Points,Medial_Gap_Mean,Medial_Gap_Max,Lateral_Gap_Mean,Lateral_Gap_Max,Rotation_Mean,Rotation_Range,Tx_Mean,Tx_Range
0°,244,6.476658952519269,16.784916187002338,11.569609311697427,21.183860202760396,8.533267849301744,86.14612504846815,-0.15104370819672128,1.141117
30°,312,-1.1514364795702265,2.938223155696883,4.04019931134708,8.065161753804944,3.2045607253365964,83.02290668502457,-0.1476563571153846,1.261947
60°,266,1.9998157672780517,9.940967824652752,6.583137464956197,16.708910586902963,-0.08064868497461139,79.01190799955754,-0.13325501616541355,1.691134
90°,498,14.518775663195141,22.73810536074381,17.09526944912029,29.344259439606088,-8.57195245657301,70.19063051139706,-0.3302344532931727,2.06055
120°,0,,,,,,,,
